TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0003735	"structural constituent of ribosome"	-32.76490104278329	5.982211513442491	2.128498588986873	1	0	null
GO:0005198	"structural molecule activity"	-16.0069759875861	6.147349166483066	3.1132296844467198	1	0	null
GO:0019887	"protein kinase regulator activity"	-7.686308856814106	5.183133126197407	0.3380590627551919	0.571434716944205	0	null
GO:0016538	"cyclin-dependent protein serine/threonine kinase regulator activity"	16538	-5.6149339599503785	4.840388419602107	0.15354810228480303	0.5872297405361154	0.91492844	19887
GO:0019209	"kinase activator activity"	19209	-4.133797984007452	4.818760182652936	0.14608845500726164	0.5914844090530637	0.91119924	19887
GO:0030295	"protein kinase activator activity"	30295	-3.9635747921053954	4.8129267193444125	0.14413927844455088	0.5787258564274331	0.91019862	19887
GO:0043539	"protein serine/threonine kinase activator activity"	43539	-3.386995306917772	4.559966441093215	0.08050387478117223	0.5918442233306396	0.95401878	19887
GO:0019207	"kinase regulator activity"	-7.239110764225237	5.227465054460185	0.3743904720879025	0.6653654255316667	0.66575874	null
GO:0019843	"rRNA binding"	-6.219739522204373	5.701542945487235	1.1153325776412018	0.8923603397506226	0	null
GO:0004386	"helicase activity"	-6.185643122302086	5.749505197054165	1.24556595594382	0.826615719150703	0	null
GO:0003729	"mRNA binding"	-5.824885803953181	5.709808254185246	1.136762432364793	0.8922296101207572	0.58537936	null
GO:1990948	"ubiquitin ligase inhibitor activity"	-5.600494686149185	2.4082399653118496	0.0005654607775781984	0.7232373292891427	0.75014359	null
GO:0003678	"DNA helicase activity"	-5.441444607951386	5.3889338076600035	0.542993136015758	0.8089233841200579	0.5294201	null
GO:0045296	"cadherin binding"	-5.349988873918076	4.744230377604058	0.1230509176807522	0.889299411972845	0.03974533	null
GO:0055105	"ubiquitin-protein transferase inhibitor activity"	-5.30710045314938	3.2273724422896364	0.003740911104997729	0.6992472745379014	0.47269655	null
GO:0048027	"mRNA 5'-UTR binding"	-5.011470129114725	3.92716497429937	0.018748905389896736	0.9172785639297454	0.40164308	null
GO:0140657	"ATP-dependent activity"	-4.9377145996032255	6.472556949740632	6.582928060571981	1	0	null
GO:0019210	"kinase inhibitor activity"	-4.775485828115032	4.4357010633732115	0.06047104080218617	0.5976438455380713	0.84984866	null
GO:0003682	"chromatin binding"	-4.757015200732303	5.452631183252122	0.6287702097345026	0.9732490308838219	0.04652317	null
GO:0004860	"protein kinase inhibitor activity"	-4.667532535966483	4.406267596410004	0.056508380372647965	0.586783235049061	0.84547457	null
GO:0030291	"protein serine/threonine kinase inhibitor activity"	30291	-3.656566024045833	4.212134313468018	0.036138487420360396	0.5962070172726746	0.96159825	4860
GO:0003688	"DNA replication origin binding"	-4.587449913367507	4.6203442997544935	0.09251160070503868	0.9323515063060396	0.21869479	null
GO:0008135	"translation factor activity, RNA binding"	-4.194665239642394	5.547818993784907	0.7828527278914482	0.8391383832635558	0.26866772	null
GO:0090079	"translation regulator activity, nucleic acid binding"	90079	-4.325338636011911	5.5575637407201075	0.8006170662803853	0.8398700566901821	0.97952352	8135
GO:0016887	"ATP hydrolysis activity"	-4.124968138794948	6.258203969209737	4.018519084389943	0.8413610885435854	0.66885368	null
GO:0008094	"ATP-dependent activity, acting on DNA"	-4.10593142618266	5.688172346042886	1.0815180231420256	0.8116806658003404	0.71045809	null
GO:0045182	"translation regulator activity"	-3.9058026223089968	5.578289571065519	0.8397513870752873	0.907501650492259	0.87534481	null
GO:0055106	"ubiquitin-protein transferase regulator activity"	-3.8320913197108646	4.0246498311794445	0.02346773101611794	0.7148800064652348	0.5344899	null
GO:0017116	"single-stranded DNA helicase activity"	-3.810427984044314	4.633458355590472	0.09534777456591127	0.8311239807046416	0.82447317	null
GO:0019838	"growth factor binding"	-3.8021900447798145	4.604290868319558	0.08915431593149596	0.8913644577797202	0.32662241	null
GO:0050839	"cell adhesion molecule binding"	-3.5877001001067472	5.206728755848141	0.35693436526007666	0.8820777489323518	0.36335199	null
GO:0061575	"cyclin-dependent protein serine/threonine kinase activator activity"	-3.507246811703768	4.2062320243263	0.03565063890637136	0.609191217871053	0.81689962	null
GO:0046977	"TAP binding"	-3.378924236674604	2.100370545117563	0.00027718665567558746	0.9194588674549451	0.22989991	null
GO:0044389	"ubiquitin-like protein ligase binding"	-3.3023038043269723	4.932179399986841	0.18968658970516344	0.8710610329763332	0.65826435	null
GO:0031625	"ubiquitin protein ligase binding"	-3.2617054326287422	4.8904210188009145	0.17229700767469977	0.8717005555785298	0.37354545	null
GO:0140097	"catalytic activity, acting on DNA"	-3.113557211533149	6.107196058429947	2.838298219401709	0.8758524011003433	0.63535854	null
GO:0097371	"MDM2/MDM4 family protein binding"	-3.1015414996667787	2.5634810853944106	0.0008093850345727155	0.9153264330594846	0.2432709	null
GO:0008186	"ATP-dependent activity, acting on RNA"	-3.0456108867121485	5.213047348666338	0.3621654318259864	0.8715727130654867	0.50799254	null
